dataset,dataset_shape,dataset_aug_shape,model,num_nbrs,mae_auged,mse_auged,rmse_auged,rsq_auged,expvar_auged,median_abs_err_auged
friedman.csv,804,925,xgbr,5,1.3222613549070854,2.883027527905491,1.6979480345126854,0.8858493360765899,0.8868482178577118,1.1071781022521971
friedman.csv,804,925,lgbmr,5,1.1988812436698488,2.3558085246585736,1.534864334284491,0.9067240584547687,0.9080378325007086,0.9927538430035856
laser.csv,665,848,cbr,3,3.116858061334891,59.20808555447302,7.694679041680232,0.9742622835687733,0.9742625072499382,1.4675799284762476
laser.csv,665,848,xgbr,3,4.62868964962843,88.54887170455653,9.410041004403569,0.9615078628384266,0.9615457457140634,2.0686521530151367
laser.csv,665,848,lgbmr,3,4.233935264663332,84.42918701549753,9.188535629549332,0.9632986871037292,0.9633002736019822,1.8454660122188322
laser.csv,665,803,cbr,4,3.0652832734307593,59.77881016831827,7.731675767148948,0.9740141899488917,0.9740273655655322,1.4382395864604298
laser.csv,665,803,xgbr,4,4.2704692766433805,97.64569084661939,9.881583417986178,0.9575534814509526,0.9575837158273873,1.9029145240783691
laser.csv,665,803,lgbmr,4,4.4713514533529315,87.71115699479569,9.3654234818718,0.9618720168800271,0.9618868556582285,2.1009740084851884
laser.csv,665,789,cbr,5,3.0925379678240654,63.76758001926233,7.985460538958435,0.9722802742789014,0.9722991915844609,1.2359789881171785
laser.csv,665,789,xgbr,5,4.343478698556016,87.25300116587728,9.340931493479506,0.9620711769220313,0.9621232575675083,1.8221678733825684
laser.csv,665,789,lgbmr,5,3.830081939955079,76.2340415062037,8.73121076977321,0.9668611115472081,0.9668811575936487,1.678168765902977
machineCPU.csv,140,175,cbr,3,54.1459791279087,19890.04891645893,141.0320847057822,0.6282578015427649,0.653500509729203,14.76946930264954
machineCPU.csv,140,175,xgbr,3,54.30364452583203,18588.379146081374,136.3392061957285,0.652585825276536,0.666863922347715,13.350196838378906
machineCPU.csv,140,175,lgbmr,3,63.05088745683761,23271.167626804323,152.54890241101154,0.5650651715041025,0.5858467154219446,19.09434154792661
machineCPU.csv,140,175,cbr,4,53.85114688469193,19882.960756015764,141.00695286409024,0.6283902782579921,0.6529167633740514,14.385485447458251
machineCPU.csv,140,175,xgbr,4,55.182384725930035,20690.86043969672,143.84318002497275,0.613290747542613,0.6278948449101931,14.959121704101562
machineCPU.csv,140,175,lgbmr,4,62.19244261742322,23245.577005040643,152.46500255809738,0.5655434566020565,0.5846519407796031,16.131157729342817
machineCPU.csv,140,175,cbr,5,52.36345946785757,19224.055848293185,138.65084149868397,0.6407051177035785,0.6646161375467818,13.339128299820814
machineCPU.csv,140,175,xgbr,5,54.72886451776477,19455.597623951755,139.48332382027522,0.6363776346953903,0.6491875235571081,15.92757797241211
